1,Thu Aug 19 21:54:38 2021,125094,CAR,PTE,VC965,2,4856,PC7C042B7
2,Sat Jul 31 04:09:44 2021,174434,CAR,PTP,VC965,2,4154,PC2C2EF9E
3,Sat Aug 14 17:19:04 2021,8538286,CAR,PTE,VC965,2,4070,PCEECA8B2
4,Mon Aug  2 18:23:45 2021,5521221,CAR,PTP,VC965,2,4095,PC3E1512A
5,Thu Jul 29 22:44:20 2021,3267767,CAR,PTE,VC965,2,4135,PCC943ECD
6,Sat Aug 14 03:57:47 2021,8411850,CAR,PTE,VC965,2,4680,PCC422F4D
7,Thu Aug 12 03:41:22 2021,6064250,CAR,PTE,VC965,2,4702,PCDBC3AC9
8,Sun Aug 22 10:29:58 2021,6871937,VAN,PTE,VCD2F,2,4592,PC627AA14
9,Fri Aug  6 14:23:08 2021,2055930,CAR,PTP,VC965,2,4100,PCC6DD8D5
10,Sun Aug 15 13:43:51 2021,8775910,CAR,PTC,VC965,2,4143,PC5F47DCF
11,Wed Aug  4 15:52:13 2021,4525747,CAR,PTE,VC965,2,4466,PC6E93A05
12,Wed Aug 18 02:22:15 2021,5276143,VAN,PTC,VCD2F,2,4352,PC99B9343
13,Thu Aug 19 16:01:02 2021,5405144,VAN,PTP,VCD2F,2,4574,PCC1F6F13
14,Tue Aug  3 14:55:00 2021,9309466,CAR,PTE,VC965,2,4902,PC425C6EC
15,Thu Aug  5 04:00:30 2021,6494070,VAN,PTC,VCD2F,2,4012,PCEF5C190
16,Sun Aug  8 13:08:17 2021,4880588,CAR,PTE,VC965,2,4458,PCECEBBFA
17,Wed Aug  4 04:56:15 2021,6964507,CAR,PTC,VC965,2,4886,PC4D892D7
18,Sun Aug 15 11:22:44 2021,5740782,TRUCK,PTP,VCB43,4,4680,PCC422F4D
19,Fri Jul 30 11:20:47 2021,1060261,VAN,PTP,VCD2F,2,4899,PC4967767
20,Sun Aug  8 21:22:56 2021,6599783,CAR,PTP,VC965,2,4855,PC03C5C15
21,Wed Aug 11 10:33:15 2021,4573378,CAR,PTC,VC965,2,4737,PCED7EAFE
22,Fri Aug  6 02:02:33 2021,1362666,CAR,PTP,VC965,2,4140,PC5D4821F
23,Mon Aug  9 05:07:58 2021,9227112,CAR,PTP,VC965,2,4961,PC92C5115
24,Fri Aug 13 18:21:04 2021,1245885,CAR,PTP,VC965,2,4148,PCDFBBEBB
25,Thu Aug 12 01:36:28 2021,6702238,CAR,PTE,VC965,2,4630,PCA26D872
26,Wed Aug 11 04:05:21 2021,7598066,CAR,PTP,VC965,2,5003,PCAC9371E
27,Sun Aug  8 19:09:41 2021,2959560,CAR,PTE,VC965,2,4243,PCC4F7DCE
28,Sun Aug  1 02:04:42 2021,9223690,CAR,PTP,VC965,2,4023,PC77793DF
29,Sun Aug 15 11:11:42 2021,495967,CAR,PTE,VC965,2,4987,PCF4A9637
30,Sat Aug 14 03:39:26 2021,1920115,CAR,PTE,VC965,2,4755,PC628DCED
31,Wed Aug 18 23:33:41 2021,9940618,TRUCK,PTE,VCB43,4,4079,PCF1366ED
32,Fri Aug  6 10:18:54 2021,733942,CAR,PTE,VC965,2,4616,PCE6675F9
33,Thu Aug 19 15:58:25 2021,3232373,TRUCK,PTP,VCB43,4,4245,PC6594AD4
34,Thu Aug 19 07:23:18 2021,2164250,TRUCK,PTE,VCB43,4,4090,PC1EE951B
35,Sun Aug  1 09:10:05 2021,3714822,TRUCK,PTE,VCB43,4,4383,PC4BFE950
36,Sat Aug  7 13:11:54 2021,9870882,VAN,PTC,VCD2F,2,4449,PCAACD453
37,Tue Aug 10 01:27:00 2021,834998,CAR,PTP,VC965,2,4351,PC4E572D8
38,Tue Aug 10 14:31:35 2021,6715866,CAR,PTE,VC965,2,4159,PC5631507
39,Sun Aug  8 09:43:26 2021,9723146,CAR,PTC,VC965,2,4018,PCCB2657A
40,Mon Aug  2 16:18:51 2021,2871310,CAR,PTE,VC965,2,4827,PC7D68CD9
41,Sat Aug 14 13:13:47 2021,7657312,VAN,PTC,VCD2F,2,4115,PCF5D4B0A
42,Tue Aug  3 03:53:05 2021,9802000,CAR,PTE,VC965,2,4102,PC8C9B099
43,Mon Aug 16 00:36:00 2021,6514220,CAR,PTP,VC965,2,4398,PCE60D320
44,Fri Aug 20 02:10:55 2021,3803763,CAR,PTE,VC965,2,4918,PC8F8E598
45,Sat Aug 14 06:32:07 2021,2223161,CAR,PTP,VC965,2,4984,PCBABF130
46,Fri Jul 30 02:19:56 2021,1228573,TRUCK,PTP,VCB43,4,4460,PCDF04952
47,Wed Aug  4 14:30:03 2021,4872795,CAR,PTC,VC965,2,4326,PC356AE8F
48,Sat Aug 14 04:04:45 2021,2074513,VAN,PTE,VCD2F,2,4600,PCB99E8F9
49,Thu Aug 12 04:58:14 2021,7368256,CAR,PTE,VC965,2,4735,PC2294422
50,Wed Aug 11 10:50:27 2021,2168309,CAR,PTP,VC965,2,4162,PC51A39A7
51,Sun Aug  8 08:37:17 2021,5131457,CAR,PTC,VC965,2,4012,PCEF5C190
52,Mon Aug  9 23:48:43 2021,2398430,CAR,PTC,VC965,2,4223,PCA37D114
53,Wed Aug 18 17:50:45 2021,6065595,VAN,PTP,VCD2F,2,4990,PCFE28E92
54,Mon Aug  2 16:59:38 2021,9885768,CAR,PTP,VC965,2,4154,PC2C2EF9E
55,Thu Aug 19 04:54:56 2021,4327783,CAR,PTC,VC965,2,4913,PC685427C
56,Tue Aug 17 18:11:45 2021,3904834,TRUCK,PTP,VCB43,4,4388,PC803F0F2
57,Mon Aug  2 19:48:50 2021,1358382,CAR,PTC,VC965,2,4299,PCAD3B9BC
58,Tue Aug 17 16:46:31 2021,3579992,CAR,PTC,VC965,2,4725,PCB905D54
59,Wed Aug 11 22:21:30 2021,8130760,CAR,PTE,VC965,2,4229,PCD0DDD3D
60,Fri Jul 30 09:54:24 2021,6546218,CAR,PTC,VC965,2,4354,PC0671DD4
61,Sat Aug  7 16:42:24 2021,3673515,CAR,PTC,VC965,2,4127,PCA2D76A5
62,Wed Aug  4 20:43:54 2021,9888875,TRUCK,PTP,VCB43,4,4522,PC0A326BE
63,Sat Aug  7 20:44:08 2021,8136080,TRUCK,PTP,VCB43,4,4410,PC6EFC03B
64,Thu Aug 12 19:23:36 2021,2078447,VAN,PTC,VCD2F,2,4689,PC89C35AD
65,Sat Aug  7 16:41:49 2021,8090807,CAR,PTC,VC965,2,4296,PCA24C1E1
66,Sun Aug  1 07:32:04 2021,4309692,CAR,PTC,VC965,2,4303,PC2E2E0C0
67,Wed Aug 11 14:24:25 2021,3752767,CAR,PTC,VC965,2,4346,PCA35B156
68,Wed Aug  4 23:10:29 2021,9407219,CAR,PTE,VC965,2,4253,PC82A16E6
69,Wed Aug  4 14:29:11 2021,2167845,VAN,PTP,VCD2F,2,5007,PC869BDE8
70,Tue Aug 17 01:20:54 2021,7903517,CAR,PTP,VC965,2,4534,PCAD9E1F9
71,Sat Aug 21 02:09:35 2021,7385817,CAR,PTP,VC965,2,4742,PC05B8749
72,Thu Aug 19 17:52:30 2021,5673776,CAR,PTC,VC965,2,4944,PC41EEC34
73,Tue Aug 17 21:58:23 2021,823973,CAR,PTC,VC965,2,4171,PC36C9AE8
74,Tue Aug 10 13:03:36 2021,9361361,CAR,PTP,VC965,2,4750,PCD987A9D
75,Sat Aug 21 19:25:57 2021,8744445,CAR,PTE,VC965,2,4878,PC08F56A1
76,Sun Aug  8 14:01:06 2021,2910050,CAR,PTP,VC965,2,4274,PC88EA64E
77,Thu Aug  5 11:21:12 2021,1686323,CAR,PTE,VC965,2,4377,PC4AC8EAD
78,Sun Aug  1 07:10:55 2021,9113006,CAR,PTE,VC965,2,4265,PC5B2AFFA
79,Fri Jul 30 15:53:32 2021,660597,CAR,PTC,VC965,2,4304,PC89FB76E
80,Sun Aug 22 16:38:30 2021,8500934,CAR,PTE,VC965,2,4797,PCE2D63A7
81,Thu Aug 19 13:11:29 2021,395519,TRUCK,PTP,VCB43,4,4061,PC3A63A79
82,Mon Aug  9 14:17:00 2021,2616607,TRUCK,PTC,VCB43,4,4085,PC6150735
83,Sat Aug 14 10:36:28 2021,7218572,CAR,PTC,VC965,2,4675,PCE49911B
84,Thu Aug 12 11:53:03 2021,994857,TRUCK,PTC,VCB43,4,4997,PC8111910
85,Mon Aug  2 20:12:17 2021,3168436,CAR,PTC,VC965,2,4241,PC7241796
86,Fri Aug 13 20:06:41 2021,1572712,CAR,PTP,VC965,2,4890,PCAFC8A56
87,Thu Jul 29 17:35:21 2021,545955,CAR,PTP,VC965,2,4537,PC10C700F
88,Sun Aug 22 05:39:41 2021,2013386,CAR,PTE,VC965,2,4743,PCE6EEF2E
89,Wed Aug 11 02:43:03 2021,6566889,CAR,PTC,VC965,2,4026,PC2CE9851
90,Wed Aug 11 02:39:24 2021,852585,CAR,PTE,VC965,2,4373,PC8806694
91,Thu Jul 29 14:30:02 2021,6196238,TRUCK,PTC,VCB43,4,4116,PCCA836C9
92,Mon Aug  2 11:07:12 2021,6031416,TRUCK,PTP,VCB43,4,4785,PC787D664
93,Wed Aug  4 15:15:09 2021,6905906,VAN,PTP,VCD2F,2,5002,PC585BD38
94,Wed Aug 11 17:34:54 2021,3764238,CAR,PTC,VC965,2,4728,PC07BF95F
95,Thu Aug  5 06:31:23 2021,1673826,TRUCK,PTE,VCB43,4,4015,PC524833E
96,Sat Aug 21 18:13:29 2021,316662,CAR,PTP,VC965,2,4817,PCFF02057
97,Thu Aug 19 22:17:26 2021,2992127,TRUCK,PTC,VCB43,4,4857,PC59F4E22
98,Thu Aug 19 12:02:31 2021,7517992,CAR,PTC,VC965,2,4724,PC3DE08BF
99,Thu Aug 12 06:54:12 2021,6232948,TRUCK,PTP,VCB43,4,4725,PCB905D54
100,Fri Jul 30 08:09:03 2021,4369477,CAR,PTC,VC965,2,4591,PCC9875AC
101,Fri Aug  6 18:18:53 2021,4388245,TRUCK,PTP,VCB43,4,4792,PC3E35002
102,Sat Aug  7 20:49:07 2021,8392508,CAR,PTE,VC965,2,4927,PC2D22627
103,Fri Jul 30 16:08:08 2021,6858708,CAR,PTE,VC965,2,4397,PCB070250
104,Fri Aug  6 06:59:16 2021,6215048,TRUCK,PTP,VCB43,4,4195,PC308070B
105,Fri Aug 13 11:20:04 2021,7046549,TRUCK,PTE,VCB43,4,4336,PCD30AB50
106,Wed Aug  4 18:37:46 2021,7899881,TRUCK,PTP,VCB43,4,4520,PC8140983
107,Fri Aug 20 01:13:53 2021,9824238,CAR,PTE,VC965,2,4328,PC3777B8E
108,Sun Aug  8 10:25:38 2021,8180012,CAR,PTC,VC965,2,4749,PC65C93B7
109,Tue Aug 10 12:42:19 2021,426578,CAR,PTP,VC965,2,4990,PCFE28E92
110,Thu Jul 29 11:33:20 2021,3284775,CAR,PTP,VC965,2,4231,PC016D687
111,Sat Jul 31 18:42:46 2021,5487227,CAR,PTC,VC965,2,4643,PC6713209
112,Thu Aug 12 23:09:32 2021,1772941,CAR,PTP,VC965,2,4121,PCEC57A8E
113,Fri Aug 13 04:52:01 2021,2471284,VAN,PTP,VCD2F,2,4400,PC3BD7D63
114,Sun Aug 22 03:05:40 2021,6040036,CAR,PTE,VC965,2,4119,PC9EBEDB5
115,Fri Aug 13 12:39:10 2021,9249042,TRUCK,PTE,VCB43,4,4695,PC4A5D62F
116,Mon Aug  9 22:59:28 2021,5791925,CAR,PTC,VC965,2,4495,PC210A754
117,Fri Aug  6 01:01:14 2021,3696614,TRUCK,PTE,VCB43,4,4434,PCA491459
118,Mon Aug  2 05:42:51 2021,7892550,CAR,PTC,VC965,2,4299,PCAD3B9BC
119,Sun Aug  1 19:31:14 2021,5673214,VAN,PTE,VCD2F,2,4023,PC77793DF
120,Fri Aug  6 05:58:42 2021,6657095,TRUCK,PTC,VCB43,4,4365,PC0F226DF
121,Mon Aug  9 16:03:31 2021,2067579,VAN,PTC,VCD2F,2,4582,PC98750ED
122,Fri Aug 13 11:42:48 2021,1005686,CAR,PTE,VC965,2,4119,PC9EBEDB5
123,Sun Aug  8 02:44:35 2021,7521772,VAN,PTE,VCD2F,2,4416,PC546F252
124,Sun Aug 15 08:43:48 2021,6545042,CAR,PTP,VC965,2,4898,PC0AE9E1B
125,Mon Aug  9 05:03:17 2021,3473929,TRUCK,PTE,VCB43,4,4698,PC8BCEB19
126,Sun Aug 22 02:13:18 2021,29457,CAR,PTP,VC965,2,4416,PC546F252
127,Sat Aug 21 23:03:24 2021,7360318,CAR,PTE,VC965,2,4993,PC0F0AB4E
128,Tue Aug 17 10:32:29 2021,3427163,TRUCK,PTE,VCB43,4,4356,PCF1979AE
129,Fri Jul 30 08:44:05 2021,3007179,VAN,PTP,VCD2F,2,4504,PC461DCD3
130,Fri Aug 20 06:01:27 2021,2151509,CAR,PTC,VC965,2,4811,PCBF83C7A
131,Sat Jul 31 05:17:21 2021,1067960,CAR,PTC,VC965,2,4574,PCC1F6F13
132,Tue Aug  3 07:01:26 2021,1100257,CAR,PTE,VC965,2,4116,PCCA836C9
133,Sun Aug 22 10:01:40 2021,4346999,CAR,PTC,VC965,2,4049,PC4779D38
134,Sat Aug 14 17:24:04 2021,4371005,CAR,PTP,VC965,2,4435,PC3E78C17
135,Sat Aug 14 11:50:01 2021,1583109,CAR,PTE,VC965,2,4272,PC09BDC08
136,Wed Aug 18 07:26:20 2021,8808595,CAR,PTE,VC965,2,4929,PC9E503B6
137,Thu Aug  5 01:15:16 2021,1841800,VAN,PTE,VCD2F,2,4531,PC857F4A0
138,Sat Jul 31 00:28:44 2021,1825050,CAR,PTP,VC965,2,4222,PC15EC378
139,Fri Aug 13 09:54:01 2021,8490556,CAR,PTE,VC965,2,4657,PCC591410
140,Thu Jul 29 23:02:42 2021,2549393,TRUCK,PTE,VCB43,4,4481,PC30AAE76
141,Wed Aug 11 13:15:55 2021,9636921,TRUCK,PTP,VCB43,4,4145,PC5FBE4B8
142,Thu Aug 19 21:13:57 2021,8899022,TRUCK,PTP,VCB43,4,4813,PCACF7982
143,Thu Aug 19 08:46:24 2021,8112100,VAN,PTC,VCD2F,2,4585,PCF3AE602
144,Thu Jul 29 16:02:19 2021,335366,CAR,PTE,VC965,2,4924,PCE3427C5
145,Sat Jul 31 19:32:50 2021,1716955,TRUCK,PTE,VCB43,4,4584,PC1085B78
146,Sat Aug 21 13:56:33 2021,4153555,VAN,PTC,VCD2F,2,4225,PCC1ED0C5
147,Sat Jul 31 12:55:05 2021,5626263,CAR,PTE,VC965,2,4719,PCBD66B01
148,Fri Aug  6 23:05:57 2021,49472,CAR,PTE,VC965,2,4830,PC12EEFE0
149,Thu Aug  5 15:24:15 2021,2497636,CAR,PTE,VC965,2,4073,PCA3797CA
150,Tue Aug  3 19:13:15 2021,7825358,TRUCK,PTC,VCB43,4,4954,PCA276EBB
151,Sat Jul 31 11:27:59 2021,6084818,VAN,PTE,VCD2F,2,4732,PCD83DE25
152,Thu Aug 19 18:53:39 2021,5455899,CAR,PTP,VC965,2,4155,PC9042B3F
153,Tue Aug 17 22:11:51 2021,1849505,VAN,PTP,VCD2F,2,4142,PC7ACFF7C
154,Wed Aug 18 19:49:38 2021,6114302,CAR,PTC,VC965,2,4737,PCED7EAFE
155,Sun Aug 15 12:34:18 2021,8064123,CAR,PTP,VC965,2,4337,PCCF6A454
156,Fri Aug  6 19:17:50 2021,538972,TRUCK,PTE,VCB43,4,4507,PC11DCA73
157,Fri Jul 30 13:58:53 2021,6869546,TRUCK,PTE,VCB43,4,4092,PC40C2E00
158,Mon Aug  2 16:00:33 2021,3766512,CAR,PTP,VC965,2,4269,PCC7106FF
159,Fri Aug 20 21:45:41 2021,3528403,CAR,PTC,VC965,2,4610,PCA4D3E9B
160,Fri Aug 20 04:59:50 2021,4380057,VAN,PTP,VCD2F,2,4980,PCBD5C822
161,Sun Aug 15 00:36:59 2021,7876599,CAR,PTC,VC965,2,4295,PCD483999
162,Fri Aug 13 00:25:06 2021,969619,CAR,PTP,VC965,2,4412,PC821BC98
163,Fri Jul 30 13:42:03 2021,5763049,CAR,PTC,VC965,2,4364,PCB33ACE8
164,Mon Aug 16 05:46:00 2021,6079402,TRUCK,PTE,VCB43,4,4290,PC84E8CEF
165,Sun Aug  1 22:59:23 2021,4832816,CAR,PTP,VC965,2,4264,PC9DFEBB0
166,Fri Aug 20 12:19:46 2021,3518759,TRUCK,PTE,VCB43,4,4412,PC821BC98
167,Sat Jul 31 02:42:05 2021,4469770,TRUCK,PTP,VCB43,4,4712,PC94168A2
168,Fri Aug  6 11:25:34 2021,7942552,TRUCK,PTC,VCB43,4,4603,PC485BE5B
